UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1005274,No,248,iOS and Android,5187,1,3,Tour  Travel,109,3657,3,No,22,No,4,1,10
1005275,Yes,308,Android OS,31745,1,2,Financial,101,2150,7,No,22,No,1,1,13
1005276,No,226,iOS and Android,46562,29,4,Financial,71,4166,9,No,30,No,3,3,15
1005277,No,301,iOS,41486,1,4,Medical,76,4376,6,No,20,No,4,3,8
1005278,No,376,iOS,49775,1,3,Medical,44,17897,4,No,425,Yes,3,1,37
1005279,No,212,iOS and Android,41298,19,4,Medical,90,3242,3,No,23,No,3,3,10
1005280,No,347,iOS and Android,,15,2,Financial,59,19126,5,No,17,No,1,1,25
1005281,No,264,iOS and Android,47676,17,4,Financial,102,9013,4,Yes,23,No,4,3,20
1005282,Yes,182,iOS and Android,34487,17,2,Financial,103,2270,2,No,20,No,1,1,4
1005283,No,249,iOS,40147,25,3,Medical,90,4586,2,No,23,No,1,1,14
1005284,No,272,iOS and Android,32133,1,4,Financial,65,2784,3,No,21,No,3,1,9
1005285,No,227,iOS and Android,29903,1,4,Financial,63,3541,1,No,17,No,1,3,13
1005286,No,331,iOS and Android,7033,29,4,Other,44,4585,1,No,351,Yes,2,0,26
1005287,No,151,iOS and Android,22922,21,3,Social media,48,2730,3,No,25,No,4,0,6
1005288,No,346,iOS and Android,,1,4,Entertainment,72,7425,2,No,17,No,3,1,18
1005289,No,316,Android OS,6313,1,5,Medical,85,6318,8,No,28,No,1,1,12
1005290,No,451,iOS and Android,24395,,4,Social media,61,5261,0,Yes,26,No,2,1,14
1005291,No,242,iOS,4105,13,3,Other,92,2784,2,No,26,Yes,3,1,10
1005292,No,,iOS,46092,1,2,Financial,52,5040,4,Yes,19,No,4,0,11
1005293,No,271,iOS and Android,12738,1,3,Entertainment,86,10299,2,Yes,25,Yes,3,1,20
1005294,No,250,iOS and Android,4135,1,3,Medical,66,2833,1,No,24,No,2,1,19
1005295,No,301,iOS and Android,3783,10,3,Entertainment,89,6900,9,No,18,No,2,1,10
1005296,No,189,iOS and Android,47499,10,4,Financial,68,5007,0,No,20,No,2,0,10
1005297,No,226,iOS and Android,51315,1,3,Medical,75,3621,2,Yes,26,Yes,1,1,21
1005298,No,317,iOS,16071,26,5,Medical,66,13237,3,Yes,28,No,3,0,27
1005299,No,263,Android OS,42456,1,2,Social media,93,10420,4,Yes,15,No,2,1,18
1005300,No,203,iOS and Android,38646,14,3,Financial,56,2282,2,Yes,25,No,4,2,16
1005301,No,406,iOS,33848,1,4,Financial,67,10551,7,No,28,No,1,1,36
1005302,No,332,iOS and Android,39129,1,1,Financial,86,2054,3,No,25,No,4,1,15
1005303,Yes,144,Android OS,17671,10,3,Medical,107,1913,2,Yes,391,Yes,2,0,9
1005304,No,,iOS and Android,35388,1,3,Financial,102,3807,2,No,24,No,1,3,7
1005305,No,,iOS and Android,24019,1,3,Financial,91,17820,3,No,19,No,1,0,270
1005306,No,235,iOS and Android,46659,11,2,Medical,,6880,1,Yes,22,No,4,0,12
1005307,No,234,iOS and Android,37219,24,3,Medical,108,6864,1,No,23,No,2,0,13
1005308,No,444,iOS and Android,11446,1,3,Financial,62,5226,7,No,27,No,4,0,17
1005309,No,,iOS and Android,32244,1,3,Financial,111,19788,4,No,24,No,2,1,29
1005310,No,369,iOS and Android,38479,1,2,Medical,98,18763,4,No,25,No,3,1,24
1005311,No,271,iOS,16463,1,3,Entertainment,54,3737,3,No,20,No,3,0,19
1005312,No,361,iOS and Android,33963,1,2,Entertainment,89,2609,6,No,19,No,3,0,15
1005313,No,204,iOS and Android,40895,1,2,Financial,90,2574,2,No,22,No,2,3,6
1005314,No,219,iOS and Android,46552,,3,Financial,91,6679,3,Yes,20,No,2,2,14
1005315,No,362,iOS and Android,25071,1,3,Financial,83,18321,7,No,23,No,3,0,28
1005316,No,219,iOS and Android,24327,1,3,Financial,97,16176,3,No,20,No,2,2,11
1005317,No,256,iOS and Android,46242,20,3,Entertainment,94,2631,2,No,23,No,4,0,8
1005318,No,332,iOS and Android,38507,1,3,Social media,100,18260,9,No,19,No,3,1,28
1005319,No,250,iOS and Android,,10,5,Social media,95,8433,2,Yes,17,No,4,2,15
1005320,No,144,iOS and Android,9323,25,3,Financial,68,3045,2,Yes,20,No,4,0,9
1005321,No,174,iOS and Android,13087,1,2,Financial,58,1266,3,No,439,Yes,4,1,6
1005322,Yes,189,iOS,21013,24,10,Financial,82,1166,2,Yes,24,No,4,0,9
1005323,No,196,iOS and Android,20446,1,2,Financial,63,2930,3,Yes,24,Yes,2,0,17
1005324,Yes,339,iOS and Android,50758,1,3,Social media,99,18869,2,Yes,25,No,1,0,33
1005325,No,413,Android OS,6239,1,1,Medical,44,13627,2,Yes,23,No,4,1,39
1005326,Yes,158,iOS,8819,10,2,Financial,52,2673,3,No,27,Yes,3,0,11
1005327,No,346,iOS and Android,5915,1,2,Social media,45,18836,2,No,26,No,3,1,33
1005328,No,256,iOS and Android,4626,1,3,Social media,92,4581,1,Yes,23,No,4,0,7
1005329,No,384,iOS,8330,1,3,Financial,95,19894,6,Yes,342,Yes,1,1,37
1005330,No,444,iOS and Android,,18,4,Medical,73,10557,6,No,18,No,4,0,32
1005331,No,256,iOS,4773,19,3,Medical,54,4494,6,No,25,No,3,2,20
1005332,No,211,iOS,27718,1,4,Medical,49,2195,2,Yes,22,No,3,0,12
1005333,No,331,iOS and Android,42015,1,2,Financial,100,19238,1,No,20,No,4,2,28
1005334,No,257,Others,22719,11,3,Financial,64,4546,4,No,18,No,4,2,19
1005335,No,264,iOS and Android,25762,1,1,Financial,79,3556,1,Yes,18,No,4,0,8
1005336,No,316,iOS and Android,21142,1,4,Medical,85,2432,7,Yes,24,No,4,0,23
1005337,No,324,iOS and Android,18627,1,4,Social media,65,10279,4,No,26,No,4,0,30
1005338,No,271,iOS and Android,15059,1,4,Financial,68,5453,9,Yes,20,No,4,0,22
1005339,Yes,331,iOS and Android,21767,15,3,Medical,87,8035,3,No,15,No,4,1,16
1005340,No,212,iOS,,1,3,Financial,62,3924,2,Yes,21,No,2,1,7
1005341,No,384,iOS,33918,1,2,Medical,52,2886,0,No,24,No,2,0,10
1005342,No,226,Android OS,30796,1,2,Medical,77,4744,9,Yes,23,No,3,0,13
1005343,Yes,219,iOS and Android,28252,1,3,Entertainment,47,3399,4,Yes,21,No,1,2,13
1005344,No,212,iOS and Android,22432,1,3,Entertainment,95,2138,2,No,23,No,2,0,14
1005345,No,,iOS and Android,9351,1,3,Medical,46,2142,2,No,27,No,4,0,8
1005346,No,241,iOS and Android,21184,1,3,Medical,66,6259,1,No,19,No,3,2,14
1005347,No,339,iOS,12788,25,3,Medical,89,18105,5,No,30,Yes,3,0,29
1005348,No,293,iOS and Android,14469,13,4,Medical,99,17164,7,Yes,24,No,4,2,25
1005349,No,437,iOS and Android,29730,23,4,Financial,96,2414,3,No,18,No,4,2,7
1005350,Yes,241,iOS and Android,38163,1,2,Financial,91,4934,1,No,24,No,1,1,14
1005351,Yes,293,iOS and Android,12642,23,3,Medical,108,3944,0,No,19,No,1,0,11
1005352,No,227,iOS and Android,39863,1,3,Entertainment,58,4672,1,No,15,No,1,1,16
1005353,No,271,iOS and Android,11408,10,4,Entertainment,70,7152,3,No,22,No,1,0,17
1005354,No,346,iOS and Android,34734,1,2,Financial,51,3469,7,No,21,No,3,0,16
1005355,No,211,Android OS,51690,1,3,Financial,62,6724,0,No,23,No,1,3,12
1005356,No,376,iOS and Android,46312,28,3,Financial,52,16920,6,Yes,19,No,2,0,29
1005357,Yes,302,iOS and Android,,25,4,Social media,66,9149,4,Yes,21,No,3,0,13
1005358,Yes,391,iOS and Android,36095,1,3,Financial,76,8506,9,Yes,30,No,3,0,15
1005359,No,227,iOS and Android,,17,4,Medical,100,11976,1,Yes,28,Yes,4,2,9
1005360,No,294,iOS and Android,18388,18,2,Financial,42,4574,1,No,19,No,1,0,11
1005361,No,234,Android OS,20582,1,4,Financial,62,9911,2,Yes,23,No,1,1,11
1005362,No,309,Android OS,9007,10,2,Medical,53,6200,2,No,21,No,1,0,27
1005363,Yes,233,iOS,37144,1,3,Financial,59,2346,3,Yes,23,No,1,0,4
1005364,Yes,332,iOS and Android,,1,3,Financial,103,2412,5,No,16,No,3,0,19
1005365,No,316,Android OS,17369,1,1,Financial,49,17914,2,Yes,16,No,4,0,26
1005366,No,413,iOS and Android,9911,1,2,Medical,72,19230,6,No,17,No,4,1,30
1005367,No,421,iOS and Android,7247,1,4,Financial,108,19769,7,No,23,No,1,0,39
1005368,No,302,Android OS,16066,16,2,Financial,79,3601,11,No,19,No,2,1,6
1005369,No,256,iOS and Android,33054,1,3,Financial,100,8550,2,No,18,No,4,1,13
1005370,No,301,iOS and Android,18348,1,3,Financial,110,4704,3,No,21,No,3,0,13
1005371,No,309,iOS,35670,1,3,Social media,80,4143,2,No,28,No,4,1,16
1005372,No,264,iOS,16914,1,4,Financial,99,4305,1,Yes,15,No,2,0,12
1005373,No,384,iOS and Android,26994,1,3,Financial,89,14070,3,Yes,23,No,2,1,37
1005374,No,286,iOS and Android,35345,1,2,Financial,46,6949,4,No,27,No,4,1,15
1005375,No,256,iOS and Android,17777,15,2,Medical,77,6181,3,No,19,No,4,0,17
1005376,No,188,iOS and Android,30912,19,1,Medical,75,3729,4,No,18,No,3,3,13
1005377,Yes,436,iOS and Android,21069,1,4,Medical,64,10048,9,Yes,18,No,4,0,34
1005378,No,301,iOS and Android,11554,1,4,Financial,95,2447,3,No,26,Yes,3,1,7
1005379,No,271,iOS,21291,1,3,Social media,91,4693,2,No,28,No,4,1,23
1005380,No,362,iOS and Android,29967,1,3,Financial,62,7945,1,No,17,No,3,0,16
1005381,No,203,iOS and Android,45229,11,3,Medical,110,2588,8,No,23,No,2,1,14
1005382,No,384,iOS and Android,49205,11,2,Entertainment,91,13183,4,No,21,No,2,0,36
1005383,No,136,Android OS,39390,1,3,Financial,109,1668,1,No,19,No,3,0,7
1005384,No,264,iOS and Android,28636,1,3,Medical,72,5412,2,No,24,No,2,1,12
1005385,No,203,iOS,27793,1,1,Financial,55,5131,5,No,28,Yes,2,0,11
1005386,Yes,413,iOS and Android,,,4,Social media,95,13746,7,Yes,27,No,3,0,29
1005387,No,421,iOS and Android,47959,23,3,Financial,83,13458,6,Yes,17,No,1,1,38
1005388,No,256,Android OS,35007,26,1,Entertainment,105,2086,2,No,30,Yes,3,3,13
1005389,No,302,iOS and Android,42110,1,1,Medical,99,6431,5,No,25,Yes,2,3,21
1005390,No,256,iOS and Android,10015,29,3,Medical,97,5486,5,No,19,No,1,2,15
1005391,Yes,234,iOS,24643,1,3,Financial,103,2830,9,No,19,No,3,0,10
1005392,Yes,264,iOS,23207,18,4,Social media,80,4654,1,Yes,26,No,3,1,8
1005393,No,287,iOS,24292,1,3,Financial,66,2660,3,No,21,No,4,3,9
1005394,No,256,iOS and Android,14173,1,4,Entertainment,103,6729,3,No,17,No,4,0,20
1005395,No,211,iOS and Android,25796,26,3,Financial,63,4768,3,No,20,No,3,1,10
1005396,Yes,235,iOS and Android,11594,22,4,Medical,111,6233,2,Yes,18,No,4,2,14
1005397,No,294,iOS and Android,52479,21,4,Financial,59,6168,4,Yes,24,No,4,2,12
1005398,No,384,iOS,18982,1,3,Social media,64,10641,4,No,14,No,2,0,15
1005399,No,308,iOS,42041,22,3,Financial,87,5511,3,Yes,20,No,1,2,16
1005400,No,278,iOS and Android,50397,1,1,Financial,67,3044,9,Yes,24,No,4,0,9
1005401,No,248,iOS,38931,1,1,Financial,72,10048,6,No,16,No,1,0,13
1005402,No,241,iOS and Android,17512,1,1,Social media,49,4130,1,Yes,24,No,1,3,10
1005403,No,293,Android OS,52016,25,2,Financial,79,10971,5,No,24,Yes,2,1,18
1005404,No,188,iOS and Android,48058,18,1,Financial,100,6276,3,No,17,No,2,0,10
1005405,No,392,iOS,,28,2,Medical,74,13302,3,Yes,19,No,2,1,32
1005406,No,,iOS and Android,32589,1,3,Medical,85,4126,1,Yes,21,No,1,0,22
1005407,No,203,iOS and Android,7216,10,3,Social media,111,5810,1,Yes,17,No,4,0,7
1005408,Yes,204,iOS and Android,4767,17,4,Financial,63,2451,2,Yes,16,No,4,0,16
1005409,No,196,iOS and Android,23938,1,1,Medical,42,3951,0,No,21,No,4,0,11
1005410,No,317,iOS and Android,40194,10,3,Tour  Travel,42,16854,2,No,18,No,3,1,26
1005411,No,392,iOS and Android,9063,1,4,Other,60,3005,9,No,21,No,3,0,15
1005412,No,278,iOS and Android,51208,11,3,Medical,109,3689,5,No,22,No,1,0,9
1005413,No,264,iOS,7039,18,2,Financial,69,9422,2,No,17,No,3,0,18
1005414,No,189,iOS and Android,33263,1,3,Entertainment,93,3286,5,No,18,No,2,1,14
1005415,No,196,iOS and Android,22864,1,3,Other,105,3629,1,No,17,No,4,0,13
1005416,No,,iOS and Android,11658,17,3,Other,62,8037,2,No,21,No,1,0,15
1005417,Yes,369,iOS,51669,28,2,Financial,110,4325,5,No,468,Yes,1,0,26
1005418,Yes,,iOS,11841,14,1,Other,95,7596,1,Yes,17,No,1,0,11
1005419,No,406,iOS and Android,34030,1,3,Medical,61,17380,6,No,301,No,4,0,35
1005420,No,436,iOS and Android,36967,1,3,Medical,83,19752,5,Yes,25,Yes,3,1,39
1005421,No,414,iOS and Android,39810,1,4,Medical,88,14792,3,No,23,No,4,2,39
1005422,No,271,iOS and Android,41128,1,4,Social media,107,9334,3,Yes,24,No,4,0,19
1005423,Yes,233,iOS,23383,1,4,Financial,60,1399,2,No,15,No,2,0,6
1005424,No,226,iOS and Android,29967,1,4,Social media,78,4838,7,No,24,No,2,2,13
1005425,No,233,iOS and Android,6402,1,5,Financial,108,16477,5,No,21,No,3,0,14
1005426,No,257,iOS,19649,1,4,Other,97,3042,7,No,17,No,3,2,14
1005427,Yes,234,iOS and Android,7113,1,3,Financial,48,1315,2,No,24,No,3,0,4
1005428,No,203,iOS and Android,48242,11,1,Financial,100,2142,1,No,23,No,2,0,12
1005429,No,271,iOS and Android,6054,1,4,Financial,50,5864,3,No,20,No,3,0,14
1005430,No,272,iOS and Android,11564,16,4,Social media,113,5703,6,No,19,No,1,2,13
1005431,No,354,iOS and Android,16318,1,3,Entertainment,87,3471,9,No,19,No,3,1,23
1005432,Yes,189,iOS and Android,13445,1,2,Financial,80,4456,4,No,23,No,1,0,14
1005433,No,279,Android OS,49500,1,2,Entertainment,92,3557,2,No,17,No,1,0,8
1005434,No,421,iOS and Android,43970,,2,Financial,98,2115,2,No,29,Yes,4,1,9
1005435,No,354,iOS and Android,12601,1,4,Medical,90,17228,5,No,25,No,2,2,36
1005436,No,182,iOS and Android,51710,1,1,Medical,48,4204,2,Yes,17,No,3,2,8
1005437,No,241,iOS and Android,21071,1,5,Social media,110,9253,4,No,15,No,3,1,13
1005438,No,256,iOS and Android,14068,1,3,Financial,100,3349,5,No,29,No,1,1,15
1005439,No,309,iOS and Android,,1,5,Medical,105,2182,3,Yes,23,No,1,0,9
1005440,No,301,Android OS,23246,1,4,Other,92,4021,3,No,17,No,3,2,18
1005441,No,234,iOS and Android,11440,1,2,Financial,39,10841,1,No,30,No,1,1,21
1005442,Yes,346,iOS and Android,13229,1,3,Social media,62,10143,6,No,15,No,1,1,38
1005443,Yes,294,Android OS,20765,1,3,Financial,61,3701,4,Yes,304,Yes,2,0,14
1005444,Yes,233,iOS,50611,1,5,Financial,112,7503,2,No,22,No,1,0,16
1005445,No,339,iOS and Android,36360,20,3,Medical,104,10891,3,Yes,21,No,2,1,28
1005446,No,234,iOS and Android,48965,1,2,Medical,102,2149,9,No,21,No,4,0,12
1005447,Yes,234,iOS,18336,1,3,Financial,100,3780,7,Yes,23,No,3,1,15
1005448,No,,iOS and Android,50722,29,3,Entertainment,69,9433,5,Yes,21,No,4,2,16
1005449,No,362,iOS and Android,42771,1,3,Social media,103,5529,5,No,16,No,1,3,17
1005450,Yes,256,iOS and Android,38777,1,4,Entertainment,63,2785,1,No,20,No,4,0,8
1005451,No,302,Android OS,7669,1,1,Medical,60,13816,4,No,18,No,3,1,22
1005452,No,211,iOS and Android,30351,1,3,Medical,92,8509,2,No,30,No,4,0,13
1005453,No,331,Android OS,34385,1,3,Financial,103,3211,5,No,22,No,4,0,7
1005454,No,399,iOS and Android,15683,1,3,Medical,45,16650,6,No,21,No,2,0,35
1005455,No,,iOS and Android,52365,1,4,Entertainment,102,6698,4,No,22,No,2,1,21
1005456,No,301,iOS and Android,31397,1,3,Medical,78,2403,2,No,19,No,3,1,16
1005457,No,331,iOS and Android,51375,20,3,Financial,56,3473,3,No,23,No,3,0,10
1005458,No,249,iOS,15100,1,3,Medical,61,4415,2,No,18,No,1,2,7
1005459,No,257,iOS and Android,46445,1,3,Other,93,4812,3,No,30,No,4,0,22
1005460,No,226,iOS and Android,47566,16,1,Financial,106,5349,8,No,24,No,3,2,9
1005461,No,317,iOS,26226,1,2,Medical,80,3716,3,No,24,No,3,0,22
1005462,No,332,iOS,13451,1,5,Social media,90,4821,8,No,18,No,3,1,16
1005463,No,226,Android OS,34687,1,3,Entertainment,69,1330,3,No,25,No,2,2,10
1005464,No,429,iOS and Android,14211,1,2,Financial,100,4945,1,No,454,Yes,1,1,18
1005465,No,369,iOS and Android,52200,1,4,Financial,43,10514,4,No,25,No,2,2,30
1005466,No,257,iOS,29050,15,3,Medical,78,17051,7,No,21,No,4,2,23
1005467,Yes,211,iOS,52392,1,3,Entertainment,106,2962,5,No,26,No,4,1,12
1005468,Yes,219,iOS,,13,3,Entertainment,66,5821,5,No,15,No,1,0,12
1005469,Yes,256,iOS and Android,27689,24,4,Medical,47,4652,2,Yes,26,Yes,3,0,22
1005470,No,263,iOS and Android,23141,1,1,Financial,85,2449,3,No,22,No,1,1,5
1005471,Yes,181,iOS,13375,1,3,Medical,94,3226,2,Yes,17,No,3,0,9
1005472,No,182,Android OS,29083,13,2,Financial,83,2083,3,No,19,No,3,1,4
1005473,No,332,iOS,,1,1,Medical,98,10252,7,Yes,26,No,2,0,22
1005474,No,220,iOS and Android,43655,19,3,Financial,86,8663,2,No,25,No,3,2,19
1005475,No,226,iOS and Android,11594,1,3,Financial,57,2124,1,No,329,Yes,1,1,11
1005476,No,413,iOS and Android,43058,1,4,Financial,44,4082,1,Yes,28,No,2,0,11
1005477,No,249,iOS and Android,38506,1,4,Medical,97,3880,10,No,21,No,4,0,16
1005478,No,353,iOS and Android,20023,14,3,Medical,88,4632,4,Yes,23,No,3,1,13
1005479,Yes,212,iOS,10156,1,2,Medical,48,2603,7,No,19,No,3,0,10
1005480,No,211,iOS and Android,49850,1,3,Financial,79,1620,1,No,24,No,4,1,5
1005481,No,211,iOS,16385,1,3,Financial,62,4954,1,No,18,No,4,0,8
1005482,No,,iOS and Android,9523,1,2,Medical,49,4849,6,No,390,Yes,1,1,16
1005483,No,219,iOS,14383,1,1,Financial,109,3225,0,No,19,No,3,3,7
1005484,No,211,iOS and Android,37940,29,1,Financial,108,6591,3,No,23,No,2,2,9
1005485,No,249,iOS and Android,18103,1,5,Financial,74,6448,2,Yes,23,No,1,0,19
1005486,No,241,iOS and Android,17362,10,3,Medical,75,11293,2,No,429,Yes,2,0,13
1005487,No,407,iOS,36782,11,4,Medical,101,16082,4,No,30,Yes,1,1,33
1005488,Yes,219,iOS and Android,7878,1,4,Entertainment,114,2405,8,No,23,No,3,0,15
1005489,No,331,iOS and Android,,28,3,Financial,43,16380,3,No,16,No,3,1,28
1005490,No,294,iOS and Android,38164,1,3,Financial,43,8419,5,No,30,No,4,0,19
1005491,No,346,iOS and Android,8012,1,3,Financial,59,16654,10,No,17,No,4,1,25
1005492,No,,iOS and Android,,16,3,Financial,101,8646,1,No,30,No,4,0,15
1005493,No,174,iOS and Android,17779,20,1,Financial,108,2330,0,No,20,No,2,0,8
1005494,Yes,301,iOS and Android,23699,1,4,Financial,91,2060,3,No,18,No,2,0,24
1005495,No,257,iOS and Android,34018,1,3,Entertainment,73,7142,3,Yes,18,No,4,0,13
1005496,Yes,234,iOS,19682,1,3,Financial,42,4126,2,No,17,No,1,0,11
1005497,No,377,iOS,,22,5,Medical,94,14459,2,Yes,18,No,4,0,36
1005498,No,257,iOS and Android,50449,1,2,Entertainment,,2358,2,Yes,384,Yes,2,1,18
1005499,No,316,iOS and Android,42383,1,3,Medical,75,4896,4,No,22,No,2,1,6
1005500,No,280,iOS and Android,23622,13,3,Medical,53,4326,2,No,21,No,1,0,11
1005501,No,219,iOS and Android,15474,1,1,Other,45,9769,5,No,21,No,3,1,12
1005502,No,249,iOS and Android,,25,3,Financial,55,4364,3,No,23,No,4,0,10
1005503,No,338,iOS and Android,33298,28,3,Entertainment,102,2189,5,No,404,Yes,4,1,14
1005504,No,316,iOS,10110,1,3,Financial,53,10169,2,Yes,24,No,3,1,27
1005505,No,301,iOS and Android,47005,1,2,Medical,62,5522,2,No,17,No,4,0,10
1005506,No,249,iOS and Android,20649,,4,Financial,94,5264,3,Yes,22,No,2,1,20
1005507,No,302,iOS and Android,31476,1,2,Medical,46,16495,3,Yes,26,Yes,4,0,22
1005508,No,181,iOS and Android,12296,21,2,Entertainment,69,2356,1,No,20,No,2,3,8
1005509,No,301,Android OS,,1,2,Financial,85,4121,5,Yes,29,No,3,0,10
1005510,No,339,iOS and Android,18878,1,4,Entertainment,72,7491,1,No,19,No,1,3,12
1005511,No,264,iOS and Android,49119,28,4,Financial,106,2473,2,No,324,Yes,1,2,7
1005512,No,241,iOS and Android,28874,1,2,Financial,74,5930,5,No,16,No,1,1,16
1005513,No,272,iOS and Android,40537,1,4,Financial,85,2701,4,Yes,483,Yes,4,0,14
1005514,No,361,iOS and Android,17260,16,4,Financial,111,6489,8,No,24,No,3,1,23
1005515,No,,iOS and Android,20976,1,3,Financial,105,2504,8,No,27,No,1,2,7
1005516,No,248,iOS and Android,43514,1,4,Financial,54,6443,2,No,17,No,4,1,14
1005517,Yes,226,iOS and Android,25935,1,3,Financial,76,9768,3,No,15,No,4,1,20
1005518,No,286,iOS,31125,10,4,Tour  Travel,80,6130,5,No,21,No,3,0,17
1005519,No,264,iOS and Android,34770,1,3,Medical,82,2501,3,No,402,No,2,0,10
1005520,No,226,iOS and Android,45118,29,4,Entertainment,46,9297,3,No,22,No,2,1,15
1005521,Yes,,iOS and Android,3677,1,3,Financial,79,2117,1,Yes,23,No,4,1,6
1005522,Yes,399,iOS and Android,21275,1,5,Entertainment,92,10218,0,No,22,No,2,1,43
1005523,Yes,286,iOS and Android,31655,1,3,Medical,96,4908,4,No,16,No,1,2,12
1005524,No,241,Android OS,42036,1,4,Entertainment,77,4140,5,No,20,No,2,1,12
1005525,No,362,iOS and Android,38810,15,4,Other,80,2423,8,No,22,No,4,1,16
1005526,No,256,iOS and Android,16814,1,4,Medical,43,3028,3,No,24,No,3,0,5
1005527,No,414,iOS and Android,24023,26,5,Social media,69,19628,1,No,25,Yes,3,1,37
1005528,No,256,iOS and Android,47326,1,4,Financial,55,5530,9,No,23,No,2,1,12
1005529,No,197,iOS and Android,16625,1,3,Financial,100,2116,1,No,484,Yes,1,0,9
1005530,No,287,iOS and Android,43624,14,3,Financial,93,9978,2,No,18,No,4,1,14
1005531,No,286,iOS and Android,15330,16,3,Financial,101,4255,2,No,15,No,2,0,15
1005532,No,272,iOS and Android,,1,4,Financial,86,6870,7,No,22,No,1,0,17
1005533,No,219,iOS and Android,47984,1,1,Medical,102,4783,2,Yes,26,No,4,0,16
1005534,No,,iOS and Android,23495,10,4,Medical,62,6192,3,Yes,26,No,3,0,15
1005535,No,293,iOS and Android,51214,1,3,Medical,49,8293,4,No,18,No,1,1,18
1005536,No,,iOS,34856,1,1,Financial,102,8901,1,No,29,No,4,1,9
1005537,No,376,iOS and Android,9282,1,3,Social media,65,19385,6,Yes,22,No,3,1,32
1005538,No,174,iOS and Android,34228,10,3,Entertainment,52,2124,3,No,23,No,4,1,6
1005539,No,271,iOS,45611,1,4,Financial,90,5620,5,Yes,18,No,4,1,16
1005540,No,317,iOS and Android,37115,1,2,Other,104,19673,9,No,27,Yes,4,0,24
1005541,No,,iOS and Android,26286,28,3,Financial,53,3451,1,No,21,No,4,2,13
1005542,No,257,iOS,22899,10,4,Entertainment,103,5118,1,No,19,No,2,1,9
1005543,No,302,iOS and Android,4167,14,2,Financial,94,4697,2,No,27,No,3,1,10
1005544,No,323,iOS and Android,34684,27,3,Entertainment,99,4936,7,No,19,No,3,1,17
1005545,No,264,iOS and Android,47255,1,2,Financial,77,2747,2,No,27,No,4,1,2
1005546,No,346,iOS and Android,19747,1,4,Financial,66,17614,1,No,26,No,2,0,30
1005547,Yes,211,iOS and Android,11564,24,3,Medical,58,2466,3,Yes,29,No,3,3,1
1005548,No,167,Android OS,16026,26,2,Other,100,2857,1,Yes,17,No,2,0,10
1005549,No,376,iOS,43234,20,5,Medical,54,11290,2,Yes,21,No,3,1,38
1005550,No,,iOS and Android,,1,4,Other,42,3359,4,No,27,No,4,2,7
1005551,No,331,iOS and Android,45994,1,3,Medical,40,19109,0,Yes,20,No,4,1,27
1005552,No,226,iOS and Android,8484,1,3,Medical,58,2196,3,No,16,No,2,1,10
1005553,No,339,iOS and Android,35564,1,5,Medical,58,5814,3,Yes,21,No,1,0,20
1005554,No,338,Android OS,11791,26,3,Social media,63,4445,3,No,20,No,1,1,15
1005555,No,234,iOS,25059,1,4,Other,61,5392,9,No,23,No,4,0,16
1005556,No,271,iOS and Android,19612,12,4,Financial,83,4722,9,Yes,21,No,2,2,9
1005557,No,257,iOS,14959,10,4,Financial,55,4766,3,No,16,No,1,1,13
1005558,No,368,iOS and Android,25308,25,4,Financial,91,3266,2,No,26,No,4,1,13
1005559,No,293,iOS and Android,48584,10,5,Medical,88,5427,3,No,25,No,4,3,16
1005560,No,204,iOS and Android,45620,19,3,Other,78,4120,1,No,16,No,1,2,10
1005561,No,264,iOS and Android,28714,18,5,Financial,62,5253,1,No,19,No,4,0,23
1005562,No,211,iOS and Android,20350,27,3,Medical,47,4937,2,No,441,Yes,2,1,14
1005563,No,159,iOS and Android,19141,1,1,Medical,105,3172,3,No,24,No,3,0,8
1005564,Yes,137,iOS,19070,1,2,Medical,77,1612,2,Yes,15,No,3,0,7
1005565,No,354,iOS and Android,41192,26,4,Financial,107,19702,3,No,15,No,3,1,28
1005566,No,294,iOS and Android,5980,1,2,Medical,82,3111,1,No,19,No,4,1,14
1005567,No,,iOS and Android,30983,15,3,Financial,92,10482,3,No,19,No,4,2,23
1005568,No,264,Android OS,7328,1,4,Financial,63,4190,3,No,23,No,4,1,25
1005569,No,280,iOS and Android,,19,3,Financial,96,5828,5,No,24,No,1,3,16
1005570,No,294,iOS,24922,1,3,Medical,89,5100,0,No,21,No,4,0,18
1005571,No,338,iOS and Android,46560,1,2,Other,68,5811,3,No,24,No,1,2,16
1005572,No,286,iOS and Android,13945,1,2,Medical,64,7810,5,Yes,27,No,4,1,14
1005573,Yes,264,iOS and Android,25833,10,3,Medical,66,10358,10,No,29,No,3,0,20
1005574,No,279,iOS and Android,51484,10,3,Medical,85,3981,2,No,16,No,1,1,16
1005575,No,301,iOS and Android,15722,16,3,Financial,97,8000,7,Yes,19,No,4,0,25
1005576,No,,iOS,21104,1,5,Tour and Travel,50,5790,6,Yes,15,No,3,0,22
1005577,No,362,iOS,12821,1,5,Medical,104,15245,2,No,302,Yes,2,1,27
